offset|japanese|max_bytes|sjis_hex
0x08f114|二乃の料理チャレンジ|20|\x93\xf1\x94\x54\x82\xcc\x97\xbf\x97\x9d\x83\x60\x83\x83\x83\x8c\x83\x93\x83\x57
0x08f140|傍にいれくれる二乃|18|\x96\x54\x82\xc9\x82\xa2\x82\xea\x82\xad\x82\xea\x82\xe9\x93\xf1\x94\x54
0x08f168|期待してもいい？|16|\x8a\xfa\x91\xd2\x82\xb5\x82\xc4\x82\xe0\x82\xa2\x82\xa2\x81\x48
0x08f190|二乃ちゃんに決めた？|20|\x93\xf1\x94\x54\x82\xbf\x82\xe1\x82\xf1\x82\xc9\x8c\x88\x82\xdf\x82\xbd\x81\x48
0x08f1bc|そら姉の意見|12|\x82\xbb\x82\xe7\x8e\x6f\x82\xcc\x88\xd3\x8c\xa9
0x08f1e0|ぎこちないふたり|16|\x82\xac\x82\xb1\x82\xbf\x82\xc8\x82\xa2\x82\xd3\x82\xbd\x82\xe8
0x08f208|二乃のキスで……|16|\x93\xf1\x94\x54\x82\xcc\x83\x4c\x83\x58\x82\xc5\x81\x63\x81\x63
0x08f230|恋人か、家族か|14|\x97\xf6\x90\x6c\x82\xa9\x81\x41\x89\xc6\x91\xb0\x82\xa9
0x08f254|これからもよろしく|18|\x82\xb1\x82\xea\x82\xa9\x82\xe7\x82\xe0\x82\xe6\x82\xeb\x82\xb5\x82\xad
0x08f27c|杉並らしい卒業式|16|\x90\x99\x95\xc0\x82\xe7\x82\xb5\x82\xa2\x91\xb2\x8b\xc6\x8e\xae
0x08f2a4|サプライズも忘れずに|20|\x83\x54\x83\x76\x83\x89\x83\x43\x83\x59\x82\xe0\x96\x59\x82\xea\x82\xb8\x82\xc9
0x08f2d0|プレゼントはフリーパス|22|\x83\x76\x83\x8c\x83\x5b\x83\x93\x83\x67\x82\xcd\x83\x74\x83\x8a\x81\x5b\x83\x70\x83\x58
0x08f2fc|何気なく笑える放課後|20|\x89\xbd\x8b\x43\x82\xc8\x82\xad\x8f\xce\x82\xa6\x82\xe9\x95\xfa\x89\xdb\x8c\xe3
0x08f328|自然な３人|10|\x8e\xa9\x91\x52\x82\xc8\x82\x52\x90\x6c
0x08f348|今日は美味しいお弁当|20|\x8d\xa1\x93\xfa\x82\xcd\x94\xfc\x96\xa1\x82\xb5\x82\xa2\x82\xa8\x95\xd9\x93\x96
0x08f374|しっくりくる３人|16|\x82\xb5\x82\xc1\x82\xad\x82\xe8\x82\xad\x82\xe9\x82\x52\x90\x6c
0x08f39c|そら姉のドッキリ|16|\x82\xbb\x82\xe7\x8e\x6f\x82\xcc\x83\x68\x83\x62\x83\x4c\x83\x8a
0x08f3c4|二乃の特製お弁当|16|\x93\xf1\x94\x54\x82\xcc\x93\xc1\x90\xbb\x82\xa8\x95\xd9\x93\x96
0x08f3ec|ご機嫌なそら姉|14|\x82\xb2\x8b\x40\x8c\x99\x82\xc8\x82\xbb\x82\xe7\x8e\x6f
0x08f410|バイト代の使い道|16|\x83\x6f\x83\x43\x83\x67\x91\xe3\x82\xcc\x8e\x67\x82\xa2\x93\xb9
0x08f438|そら姉のコスプレ？|18|\x82\xbb\x82\xe7\x8e\x6f\x82\xcc\x83\x52\x83\x58\x83\x76\x83\x8c\x81\x48
0x08f460|両親と帰宅して|14|\x97\xbc\x90\x65\x82\xc6\x8b\x41\x91\xee\x82\xb5\x82\xc4
0x08f484|ふたりとの約束|14|\x82\xd3\x82\xbd\x82\xe8\x82\xc6\x82\xcc\x96\xf1\x91\xa9
0x08f4a8|ふたりにも話をして|18|\x82\xd3\x82\xbd\x82\xe8\x82\xc9\x82\xe0\x98\x62\x82\xf0\x82\xb5\x82\xc4
0x08f4d0|バイト代とプレゼント|20|\x83\x6f\x83\x43\x83\x67\x91\xe3\x82\xc6\x83\x76\x83\x8c\x83\x5b\x83\x93\x83\x67
0x08f4fc|そら姉も反対らしい|18|\x82\xbb\x82\xe7\x8e\x6f\x82\xe0\x94\xbd\x91\xce\x82\xe7\x82\xb5\x82\xa2
0x08f524|二乃は反対らしい|16|\x93\xf1\x94\x54\x82\xcd\x94\xbd\x91\xce\x82\xe7\x82\xb5\x82\xa2
0x08f54c|もう一度バイトしない？|22|\x82\xe0\x82\xa4\x88\xea\x93\x78\x83\x6f\x83\x43\x83\x67\x82\xb5\x82\xc8\x82\xa2\x81\x48
0x08f578|雨の朝は憂鬱？|14|\x89\x4a\x82\xcc\x92\xa9\x82\xcd\x97\x4a\x9f\x54\x81\x48
0x08f59c|買い物と有里栖と|16|\x94\x83\x82\xa2\x95\xa8\x82\xc6\x97\x4c\x97\xa2\x90\xb2\x82\xc6
0x08f5c4|久々の親子の団らん|18|\x8b\x76\x81\x58\x82\xcc\x90\x65\x8e\x71\x82\xcc\x92\x63\x82\xe7\x82\xf1
0x08f5ec|楽しくも忙しい準備|18|\x8a\x79\x82\xb5\x82\xad\x82\xe0\x96\x5a\x82\xb5\x82\xa2\x8f\x80\x94\xf5
0x08f614|帰ってくる両親|14|\x8b\x41\x82\xc1\x82\xc4\x82\xad\x82\xe9\x97\xbc\x90\x65
0x08f638|本校に進学したら|16|\x96\x7b\x8d\x5a\x82\xc9\x90\x69\x8a\x77\x82\xb5\x82\xbd\x82\xe7
0x08f660|友達の進路は？|14|\x97\x46\x92\x42\x82\xcc\x90\x69\x98\x48\x82\xcd\x81\x48
0x08f684|朝のお約束？|12|\x92\xa9\x82\xcc\x82\xa8\x96\xf1\x91\xa9\x81\x48
0x08f6a8|さようなら、ありがとう|22|\x82\xb3\x82\xe6\x82\xa4\x82\xc8\x82\xe7\x81\x41\x82\xa0\x82\xe8\x82\xaa\x82\xc6\x82\xa4
0x08f6d4|世界を変える恋|14|\x90\xa2\x8a\x45\x82\xf0\x95\xcf\x82\xa6\x82\xe9\x97\xf6
0x08f6f8|頼もしい仲間たち|16|\x97\x8a\x82\xe0\x82\xb5\x82\xa2\x92\x87\x8a\xd4\x82\xbd\x82\xbf
0x08f720|広がる恋心|10|\x8d\x4c\x82\xaa\x82\xe9\x97\xf6\x90\x53
0x08f740|ふくらむ希望|12|\x82\xd3\x82\xad\x82\xe7\x82\xde\x8a\xf3\x96\x5d
0x08f764|恋愛強化期間|12|\x97\xf6\x88\xa4\x8b\xad\x89\xbb\x8a\xfa\x8a\xd4
0x08f788|恋のモニタリング|16|\x97\xf6\x82\xcc\x83\x82\x83\x6a\x83\x5e\x83\x8a\x83\x93\x83\x4f
0x08f7b0|天枷・鷺澤共同作戦|18|\x93\x56\x9e\x67\x81\x45\x8d\xeb\xe0\x56\x8b\xa4\x93\xaf\x8d\xec\x90\xed
0x08f7d8|恋の拡散大作戦|14|\x97\xf6\x82\xcc\x8a\x67\x8e\x55\x91\xe5\x8d\xec\x90\xed
0x08f7fc|一筋の希望|10|\x88\xea\x8b\xd8\x82\xcc\x8a\xf3\x96\x5d
0x08f81c|ただいま、おかえり|18|\x82\xbd\x82\xbe\x82\xa2\x82\xdc\x81\x41\x82\xa8\x82\xa9\x82\xa6\x82\xe8
0x08f844|ありがとう|10|\x82\xa0\x82\xe8\x82\xaa\x82\xc6\x82\xa4
0x08f864|優しい嘘|8|\x97\x44\x82\xb5\x82\xa2\x89\x52
0x08f884|マジカルプールデート|20|\x83\x7d\x83\x57\x83\x4a\x83\x8b\x83\x76\x81\x5b\x83\x8b\x83\x66\x81\x5b\x83\x67
0x08f8b0|やり直したらしたいこと|22|\x82\xe2\x82\xe8\x92\xbc\x82\xb5\x82\xbd\x82\xe7\x82\xb5\x82\xbd\x82\xa2\x82\xb1\x82\xc6
0x08f8dc|常坂元という男|14|\x8f\xed\x8d\xe2\x8c\xb3\x82\xc6\x82\xa2\x82\xa4\x92\x6a
0x08f900|世界とふたりと|14|\x90\xa2\x8a\x45\x82\xc6\x82\xd3\x82\xbd\x82\xe8\x82\xc6
0x08f924|使命よりも大切な|16|\x8e\x67\x96\xbd\x82\xe6\x82\xe8\x82\xe0\x91\xe5\x90\xd8\x82\xc8
0x08f94c|Ｄ．Ｃ．の魔法|14|\x82\x63\x81\x44\x82\x62\x81\x44\x82\xcc\x96\x82\x96\x40
0x08f970|有里咲のプラン|14|\x97\x4c\x97\xa2\x8d\xe7\x82\xcc\x83\x76\x83\x89\x83\x93
0x08f994|俺と有里咲と有里栖と|20|\x89\xb4\x82\xc6\x97\x4c\x97\xa2\x8d\xe7\x82\xc6\x97\x4c\x97\xa2\x90\xb2\x82\xc6
0x08f9c0|無理してそうな有里咲|20|\x96\xb3\x97\x9d\x82\xb5\x82\xc4\x82\xbb\x82\xa4\x82\xc8\x97\x4c\x97\xa2\x8d\xe7
0x08f9ec|サクラの国の有里咲|18|\x83\x54\x83\x4e\x83\x89\x82\xcc\x8d\x91\x82\xcc\x97\x4c\x97\xa2\x8d\xe7
0x08fa14|満月と魔法とＶＲと彼女と|24|\x96\x9e\x8c\x8e\x82\xc6\x96\x82\x96\x40\x82\xc6\x82\x75\x82\x71\x82\xc6\x94\xde\x8f\x97\x82\xc6
0x08fa44|オカルトな話|12|\x83\x49\x83\x4a\x83\x8b\x83\x67\x82\xc8\x98\x62
0x08fa68|久しぶりのＳＳＲ|16|\x8b\x76\x82\xb5\x82\xd4\x82\xe8\x82\xcc\x82\x72\x82\x72\x82\x71
0x08fa90|確認した日付|12|\x8a\x6d\x94\x46\x82\xb5\x82\xbd\x93\xfa\x95\x74
0x08fab4|思いだしてはダメ|16|\x8e\x76\x82\xa2\x82\xbe\x82\xb5\x82\xc4\x82\xcd\x83\x5f\x83\x81
0x08fadc|ＶＲ使用許可|12|\x82\x75\x82\x71\x8e\x67\x97\x70\x8b\x96\x89\xc2
0x08fb00|ＡＬＩＣＥに会えれば|20|\x82\x60\x82\x6b\x82\x68\x82\x62\x82\x64\x82\xc9\x89\xef\x82\xa6\x82\xea\x82\xce
0x08fb2c|アリスとＡＬＩＣＥ|18|\x83\x41\x83\x8a\x83\x58\x82\xc6\x82\x60\x82\x6b\x82\x68\x82\x62\x82\x64
0x08fb54|遊園地デート再び|16|\x97\x56\x89\x80\x92\x6e\x83\x66\x81\x5b\x83\x67\x8d\xc4\x82\xd1
0x08fb7c|彼女と過ごした日々|18|\x94\xde\x8f\x97\x82\xc6\x89\xdf\x82\xb2\x82\xb5\x82\xbd\x93\xfa\x81\x58
0x08fba4|有里栖とメーパン|16|\x97\x4c\x97\xa2\x90\xb2\x82\xc6\x83\x81\x81\x5b\x83\x70\x83\x93
0x08fbcc|もう一人の有里栖？|18|\x82\xe0\x82\xa4\x88\xea\x90\x6c\x82\xcc\x97\x4c\x97\xa2\x90\xb2\x81\x48
0x08fbf4|SSRのやさしさ|13|\x53\x53\x52\x82\xcc\x82\xe2\x82\xb3\x82\xb5\x82\xb3
0x08fc18|ホクロの位置！？|16|\x83\x7a\x83\x4e\x83\x8d\x82\xcc\x88\xca\x92\x75\x81\x49\x81\x48
0x08fc40|個別活動と称して|16|\x8c\xc2\x95\xca\x8a\x88\x93\xae\x82\xc6\x8f\xcc\x82\xb5\x82\xc4
0x08fc68|いつかの誰かの記憶|18|\x82\xa2\x82\xc2\x82\xa9\x82\xcc\x92\x4e\x82\xa9\x82\xcc\x8b\x4c\x89\xaf
0x08fc90|神社で不安を和らげて|20|\x90\x5f\x8e\xd0\x82\xc5\x95\x73\x88\xc0\x82\xf0\x98\x61\x82\xe7\x82\xb0\x82\xc4
0x08fcbc|明日の約束|10|\x96\xbe\x93\xfa\x82\xcc\x96\xf1\x91\xa9
0x08fcdc|雪とピアノと|12|\x90\xe1\x82\xc6\x83\x73\x83\x41\x83\x6d\x82\xc6
0x08fd00|自分じゃないみたい|18|\x8e\xa9\x95\xaa\x82\xb6\x82\xe1\x82\xc8\x82\xa2\x82\xdd\x82\xbd\x82\xa2
0x08fd28|家族も大事に|12|\x89\xc6\x91\xb0\x82\xe0\x91\xe5\x8e\x96\x82\xc9
0x08fd4c|ジジイに聞いた雪の話|20|\x83\x57\x83\x57\x83\x43\x82\xc9\x95\xb7\x82\xa2\x82\xbd\x90\xe1\x82\xcc\x98\x62
0x08fd78|アリスの視線|12|\x83\x41\x83\x8a\x83\x58\x82\xcc\x8e\x8b\x90\xfc
0x08fd9c|他人の夢を見ている感じ|22|\x91\xbc\x90\x6c\x82\xcc\x96\xb2\x82\xf0\x8c\xa9\x82\xc4\x82\xa2\x82\xe9\x8a\xb4\x82\xb6
0x08fdc8|有里栖と同じ夢を再び|20|\x97\x4c\x97\xa2\x90\xb2\x82\xc6\x93\xaf\x82\xb6\x96\xb2\x82\xf0\x8d\xc4\x82\xd1
0x08fdf4|ここ一年の話|12|\x82\xb1\x82\xb1\x88\xea\x94\x4e\x82\xcc\x98\x62
0x08fe18|有里栖の食レポブログ|20|\x97\x4c\x97\xa2\x90\xb2\x82\xcc\x90\x48\x83\x8c\x83\x7c\x83\x75\x83\x8d\x83\x4f
0x08fe44|二重人格なのかな？|18|\x93\xf1\x8f\x64\x90\x6c\x8a\x69\x82\xc8\x82\xcc\x82\xa9\x82\xc8\x81\x48
0x08fe6c|曖昧な記憶|10|\x9e\x42\x96\x86\x82\xc8\x8b\x4c\x89\xaf
0x08fe8c|夢の中の少年と少女|18|\x96\xb2\x82\xcc\x92\x86\x82\xcc\x8f\xad\x94\x4e\x82\xc6\x8f\xad\x8f\x97
0x08feb4|ひとり水鏡湖へ|14|\x82\xd0\x82\xc6\x82\xe8\x90\x85\x8b\xbe\x8c\xce\x82\xd6
0x08fed8|似ている景色|12|\x8e\x97\x82\xc4\x82\xa2\x82\xe9\x8c\x69\x90\x46
0x08fefc|有里栖と巡る島|14|\x97\x4c\x97\xa2\x90\xb2\x82\xc6\x8f\x84\x82\xe9\x93\x87
0x08ff20|初めて会った場所は？|20|\x8f\x89\x82\xdf\x82\xc4\x89\xef\x82\xc1\x82\xbd\x8f\xea\x8f\x8a\x82\xcd\x81\x48
0x08ff4c|思い出探しをしよう|18|\x8e\x76\x82\xa2\x8f\x6f\x92\x54\x82\xb5\x82\xf0\x82\xb5\x82\xe6\x82\xa4
0x08ff74|病み上がりの有里栖|18|\x95\x61\x82\xdd\x8f\xe3\x82\xaa\x82\xe8\x82\xcc\x97\x4c\x97\xa2\x90\xb2
0x08ff9c|メイドさんの対応|16|\x83\x81\x83\x43\x83\x68\x82\xb3\x82\xf1\x82\xcc\x91\xce\x89\x9e
0x08ffc4|欠席の彼女|10|\x8c\x87\x90\xc8\x82\xcc\x94\xde\x8f\x97
0x08ffe4|気になった別れ際|16|\x8b\x43\x82\xc9\x82\xc8\x82\xc1\x82\xbd\x95\xca\x82\xea\x8d\xdb
0x09000c|季節外れの雪|12|\x8b\x47\x90\xdf\x8a\x4f\x82\xea\x82\xcc\x90\xe1
0x090030|鏡の中の涙？|12|\x8b\xbe\x82\xcc\x92\x86\x82\xcc\x97\xdc\x81\x48
0x090054|懐かしい記憶|12|\x89\xf9\x82\xa9\x82\xb5\x82\xa2\x8b\x4c\x89\xaf
0x090078|巨神を駆逐する|14|\x8b\x90\x90\x5f\x82\xf0\x8b\xec\x92\x80\x82\xb7\x82\xe9
0x09009c|差し入れは二乃の弁当|20|\x8d\xb7\x82\xb5\x93\xfc\x82\xea\x82\xcd\x93\xf1\x94\x54\x82\xcc\x95\xd9\x93\x96
0x0900c8|エンタメのお仕事|16|\x83\x47\x83\x93\x83\x5e\x83\x81\x82\xcc\x82\xa8\x8e\x64\x8e\x96
0x0900f0|数学はマストです|16|\x90\x94\x8a\x77\x82\xcd\x83\x7d\x83\x58\x83\x67\x82\xc5\x82\xb7
0x090118|親子三人で|10|\x90\x65\x8e\x71\x8e\x4f\x90\x6c\x82\xc5
0x090138|鷺澤会長と娘|12|\x8d\xeb\xe0\x56\x89\xef\x92\xb7\x82\xc6\x96\xba
0x09015c|いざ初バイトへ|14|\x82\xa2\x82\xb4\x8f\x89\x83\x6f\x83\x43\x83\x67\x82\xd6
0x090180|揺れる裾に釘付け|16|\x97\x68\x82\xea\x82\xe9\x90\x9e\x82\xc9\x93\x42\x95\x74\x82\xaf
0x0901a8|バイトどうしよ|14|\x83\x6f\x83\x43\x83\x67\x82\xc7\x82\xa4\x82\xb5\x82\xe6
0x0901cc|一登さんご指名です|18|\x88\xea\x93\x6f\x82\xb3\x82\xf1\x82\xb2\x8e\x77\x96\xbc\x82\xc5\x82\xb7
0x0901f4|雨は嫌いじゃないけど|20|\x89\x4a\x82\xcd\x8c\x99\x82\xa2\x82\xb6\x82\xe1\x82\xc8\x82\xa2\x82\xaf\x82\xc7
0x090220|名探偵の名推理|14|\x96\xbc\x92\x54\x92\xe3\x82\xcc\x96\xbc\x90\x84\x97\x9d
0x090244|いろいろな親子関係|18|\x82\xa2\x82\xeb\x82\xa2\x82\xeb\x82\xc8\x90\x65\x8e\x71\x8a\xd6\x8c\x57
0x09026c|両親の帰宅予告|14|\x97\xbc\x90\x65\x82\xcc\x8b\x41\x91\xee\x97\x5c\x8d\x90
0x090290|将来は財閥を？|14|\x8f\xab\x97\x88\x82\xcd\x8d\xe0\x94\xb4\x82\xf0\x81\x48
0x0902b4|泉先生へのオススメ|18|\x90\xf2\x90\xe6\x90\xb6\x82\xd6\x82\xcc\x83\x49\x83\x58\x83\x58\x83\x81
0x0902dc|なんだか普段と違う朝|20|\x82\xc8\x82\xf1\x82\xbe\x82\xa9\x95\x81\x92\x69\x82\xc6\x88\xe1\x82\xa4\x92\xa9
0x090308|知らない呼び方|14|\x92\x6d\x82\xe7\x82\xc8\x82\xa2\x8c\xc4\x82\xd1\x95\xfb
0x09032c|データが違います。正しくインストールしてください。|50|\x83\x66\x81\x5b\x83\x5e\x82\xaa\x88\xe1\x82\xa2\x82\xdc\x82\xb7\x81\x42\x90\xb3\x82\xb5\x82\xad\x83\x43\x83\x93\x83\x58\x83\x67\x81\x5b\x83\x8b\x82\xb5\x82\xc4\x82\xad\x82\xbe\x82\xb3\x82\xa2\x81\x42
0x090360|MESファイルを更新してください|29|\x4d\x45\x53\x83\x74\x83\x40\x83\x43\x83\x8b\x82\xf0\x8d\x58\x90\x56\x82\xb5\x82\xc4\x82\xad\x82\xbe\x82\xb3\x82\xa2
0x090380|MESファイルバッファがとれません|31|\x4d\x45\x53\x83\x74\x83\x40\x83\x43\x83\x8b\x83\x6f\x83\x62\x83\x74\x83\x40\x82\xaa\x82\xc6\x82\xea\x82\xdc\x82\xb9\x82\xf1
0x0903ac|ラベルが見つかりません|22|\x83\x89\x83\x78\x83\x8b\x82\xaa\x8c\xa9\x82\xc2\x82\xa9\x82\xe8\x82\xdc\x82\xb9\x82\xf1
0x090b70|インデックス数 flaied|21|\x83\x43\x83\x93\x83\x66\x83\x62\x83\x4e\x83\x58\x90\x94\x20\x66\x6c\x61\x69\x65\x64
0x090d24|Direct3Dの初期化に失敗しました|30|\x44\x69\x72\x65\x63\x74\x33\x44\x82\xcc\x8f\x89\x8a\xfa\x89\xbb\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x090dc8|セカンダリバッファの作成に失敗しました|38|\x83\x5a\x83\x4a\x83\x93\x83\x5f\x83\x8a\x83\x6f\x83\x62\x83\x74\x83\x40\x82\xcc\x8d\xec\x90\xac\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x090f08|dataチャンクが存在しません|26|\x64\x61\x74\x61\x83\x60\x83\x83\x83\x93\x83\x4e\x82\xaa\x91\xb6\x8d\xdd\x82\xb5\x82\xdc\x82\xb9\x82\xf1
0x090f24|WAVEFORMATEXE情報の取得に失敗しました|37|\x57\x41\x56\x45\x46\x4f\x52\x4d\x41\x54\x45\x58\x45\x8f\xee\x95\xf1\x82\xcc\x8e\xe6\x93\xbe\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x090f4c|fmtチャンクが存在しません|25|\x66\x6d\x74\x83\x60\x83\x83\x83\x93\x83\x4e\x82\xaa\x91\xb6\x8d\xdd\x82\xb5\x82\xdc\x82\xb9\x82\xf1
0x090f70|ではありません|14|\x82\xc5\x82\xcd\x82\xa0\x82\xe8\x82\xdc\x82\xb9\x82\xf1
0x090fa4|FONT:テキストテクスチャロック失敗|33|\x46\x4f\x4e\x54\x3a\x83\x65\x83\x4c\x83\x58\x83\x67\x83\x65\x83\x4e\x83\x58\x83\x60\x83\x83\x83\x8d\x83\x62\x83\x4e\x8e\xb8\x94\x73
0x0914a8|HTTPまたはHTTPSでもないです|27|\x48\x54\x54\x50\x82\xdc\x82\xbd\x82\xcd\x48\x54\x54\x50\x53\x82\xc5\x82\xe0\x82\xc8\x82\xa2\x82\xc5\x82\xb7
0x0914c4|HTTPファイル読み込みに失敗しました|34|\x48\x54\x54\x50\x83\x74\x83\x40\x83\x43\x83\x8b\x93\xc7\x82\xdd\x8d\x9e\x82\xdd\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x0914e8|ステータスコードが成功でないです|32|\x83\x58\x83\x65\x81\x5b\x83\x5e\x83\x58\x83\x52\x81\x5b\x83\x68\x82\xaa\x90\xac\x8c\xf7\x82\xc5\x82\xc8\x82\xa2\x82\xc5\x82\xb7
0x09150c|ステータスコードの取得に失敗しました|36|\x83\x58\x83\x65\x81\x5b\x83\x5e\x83\x58\x83\x52\x81\x5b\x83\x68\x82\xcc\x8e\xe6\x93\xbe\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x091534|HTTP要求送信に失敗しました|26|\x48\x54\x54\x50\x97\x76\x8b\x81\x91\x97\x90\x4d\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x091550|HTTPリクエストに失敗しました|28|\x48\x54\x54\x50\x83\x8a\x83\x4e\x83\x47\x83\x58\x83\x67\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x091570|HTTP接続に失敗しました|22|\x48\x54\x54\x50\x90\xda\x91\xb1\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x091588|WinInetの初期化に失敗しました|29|\x57\x69\x6e\x49\x6e\x65\x74\x82\xcc\x8f\x89\x8a\xfa\x89\xbb\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x0915e8|URL解析に失敗しました|21|\x55\x52\x4c\x89\xf0\x90\xcd\x82\xc9\x8e\xb8\x94\x73\x82\xb5\x82\xdc\x82\xb5\x82\xbd
0x091600|URLが不正です|13|\x55\x52\x4c\x82\xaa\x95\x73\x90\xb3\x82\xc5\x82\xb7
0x091638|コメントの文字数が多い|22|\x83\x52\x83\x81\x83\x93\x83\x67\x82\xcc\x95\xb6\x8e\x9a\x90\x94\x82\xaa\x91\xbd\x82\xa2
